chr1_1250000	chr4_155250000
chr13_107250000	chr8_8750000
chr13_107750000	chr8_9250000
chr13_111750000	chr8_11750000
chr13_112750000	chr8_12250000
chr13_113250000	chr8_12750000
chr13_113750000	chr8_13250000
chr14_21750000	chr14_52750000
chr14_22750000	chr14_54750000
chr14_23250000	chr14_55250000
chr14_23750000	chr14_55750000
chr14_24750000	chr14_56250000
chr14_26750000	chr12_47750000
chr14_27250000	chr12_48250000
chr14_29250000	chr12_50750000
chr14_29750000	chr12_51250000
chr14_30250000	chr12_51750000
chr14_30750000	chr12_52250000
chr14_31750000	chr12_52750000
chr14_32750000	chr12_53750000
chr14_33250000	chr12_54250000
chr14_33750000	chr12_54750000
chr14_34250000	chr12_55250000
chr14_34750000	chr12_55750000
chr14_35250000	chr12_56250000
chr14_36250000	chr12_56750000
chr14_36750000	chr12_57250000
chr14_37250000	chr12_57750000
chr14_37750000	chr12_58250000
chr14_38250000	chr12_58750000
chr14_39750000	chr12_60250000
chr14_45750000	chr12_66250000
chr14_47250000	chr12_67750000
chr14_49250000	chr12_69250000
chr14_49750000	chr12_69750000
chr14_50250000	chr12_70250000
chr14_50750000	chr12_70750000
chr14_51250000	chr12_71250000
chr14_52250000	chr14_20750000
chr14_53250000	chr14_45750000
chr14_54250000	chr14_46750000
chr14_54750000	chr14_47250000
chr14_55250000	chr14_47750000
chr14_56750000	chr14_48750000
chr14_57250000	chr14_49250000
chr14_58750000	chr12_72250000
chr14_59250000	chr12_72750000
chr14_59750000	chr12_73250000
chr14_60750000	chr12_73750000
chr14_61250000	chr12_74250000
chr14_61750000	chr12_74750000
chr14_62250000	chr12_75250000
chr14_64750000	chr12_77250000
chr14_65250000	chr12_77750000
chr14_66750000	chr12_79250000
chr14_68250000	chr12_80250000
chr14_68750000	chr12_80750000
chr14_69250000	chr12_81250000
chr14_69750000	chr12_81750000
chr14_70250000	chr12_82250000
chr14_71250000	chr12_82750000
chr14_73750000	chr12_85250000
chr14_74750000	chr12_85750000
chr14_75250000	chr12_86250000
chr14_75750000	chr12_86750000
chr14_76250000	chr12_87250000
chr14_76750000	chr12_87750000
chr14_77750000	chr12_88250000
chr14_78750000	chr12_90250000
chr14_79250000	chr12_90750000
chr14_79750000	chr12_91250000
chr14_82250000	chr12_93250000
chr14_85750000	chr12_96750000
chr14_88250000	chr12_99250000
chr14_90250000	chr12_100750000
chr14_91250000	chr12_101750000
chr14_91750000	chr12_102250000
chr14_92750000	chr12_103250000
chr14_93250000	chr12_103750000
chr14_93750000	chr12_104250000
chr14_95250000	chr12_105750000
chr14_96750000	chr12_106750000
chr14_97250000	chr12_107250000
chr14_97750000	chr12_107750000
chr14_98750000	chr12_108250000
chr14_99250000	chr12_108750000
chr14_99750000	chr12_109250000
chr14_100250000	chr12_109750000
chr14_100750000	chr12_110250000
chr14_101250000	chr12_110750000
chr14_101750000	chr12_111250000
chr14_102250000	chr12_111750000
chr14_102750000	chr12_112250000
chr14_103750000	chr12_112750000
chr14_104250000	chr12_113250000
chr14_105250000	chr12_113750000
chr14_105750000	chr12_114250000
chr15_28250000	chr7_63250000
chr15_33250000	chr2_113250000
chr15_35750000	chr2_114250000
chr15_36250000	chr2_114750000
chr15_36750000	chr2_115250000
chr15_37250000	chr2_115750000
chr15_37750000	chr2_116250000
chr15_38250000	chr2_116750000
chr15_38750000	chr2_117250000
chr15_39750000	chr2_117750000
chr15_40250000	chr2_118250000
chr15_40750000	chr2_118750000
chr15_41250000	chr2_119250000
chr15_41750000	chr2_119750000
chr15_42750000	chr2_120250000
chr15_43250000	chr2_120750000
chr15_43750000	chr2_121250000
chr15_44750000	chr2_121750000
chr15_45250000	chr2_122250000
chr15_47750000	chr2_124250000
chr15_48250000	chr2_124750000
chr15_48750000	chr2_125250000
chr15_50750000	chr2_126750000
chr15_51750000	chr9_54250000
chr15_52250000	chr9_75250000
chr15_53250000	chr9_74750000
chr15_53750000	chr9_74250000
chr15_56750000	chr9_72250000
chr15_57750000	chr9_71750000
chr15_58250000	chr9_71250000
chr15_59250000	chr9_70250000
chr15_60250000	chr9_69750000
chr15_60750000	chr9_69250000
chr15_61250000	chr9_68750000
chr15_61750000	chr9_68250000
chr15_62250000	chr9_67750000
chr15_63250000	chr9_66750000
chr15_63750000	chr9_66250000
chr15_64750000	chr9_65750000
chr15_65250000	chr9_65250000
chr15_65750000	chr9_64750000
chr15_66750000	chr9_64250000
chr15_67250000	chr9_63750000
chr15_67750000	chr9_63250000
chr15_69250000	chr9_62250000
chr15_69750000	chr9_61750000
chr15_70250000	chr9_61250000
chr15_70750000	chr9_60750000
chr15_71750000	chr9_60250000
chr15_72250000	chr9_59750000
chr15_72750000	chr9_59250000
chr15_73750000	chr9_58750000
chr15_74250000	chr9_58250000
chr15_74750000	chr9_57750000
chr15_75250000	chr9_57250000
chr15_75750000	chr9_56750000
chr15_76750000	chr9_55250000
chr15_77750000	chr9_56250000
chr15_78750000	chr9_54750000
chr15_79250000	chr9_89750000
chr15_81250000	chr7_91250000
chr15_82250000	chr7_90250000
chr15_85250000	chr7_88250000
chr15_86250000	chr7_82750000
chr15_86750000	chr7_83750000
chr15_87250000	chr7_84250000
chr15_88250000	chr7_85250000
chr15_88750000	chr7_85750000
chr15_89250000	chr7_86250000
chr15_89750000	chr7_86750000
chr15_90750000	chr7_87250000
chr15_91250000	chr7_87750000
chr15_92750000	chr7_81250000
chr15_95250000	chr7_79250000
chr15_95750000	chr7_78750000
chr15_96250000	chr7_78250000
chr15_96750000	chr7_77750000
chr15_97250000	chr7_77250000
chr15_97750000	chr7_76750000
chr15_98250000	chr7_76250000
chr15_98750000	chr7_75750000
chr15_99250000	chr7_75250000
chr15_99750000	chr7_74750000
chr15_100250000	chr7_74250000
chr15_101250000	chr7_73750000
chr15_101750000	chr7_73250000
chr16_750000	chr17_25750000
chr16_1750000	chr17_25250000
chr16_2250000	chr17_24750000
chr16_3750000	chr16_4250000
chr16_5750000	chr16_5750000
chr16_6250000	chr16_6250000
chr16_7250000	chr16_6750000
chr16_7750000	chr16_7250000
chr16_8250000	chr16_7750000
chr16_9250000	chr16_8750000
chr16_9750000	chr16_9750000
chr16_11250000	chr16_10750000
chr16_11750000	chr16_11250000
chr16_12750000	chr16_11750000
chr16_13250000	chr16_12250000
chr16_13750000	chr16_12750000
chr16_15750000	chr16_14250000
chr16_17250000	chr7_124750000
chr16_17750000	chr7_124250000
chr16_19250000	chr7_125750000
chr16_20250000	chr7_126250000
chr16_23250000	chr7_128750000
chr16_23750000	chr7_129250000
chr16_24250000	chr7_129750000
chr16_24750000	chr7_130250000
chr16_25750000	chr7_131250000
chr16_26250000	chr7_131750000
chr16_27750000	chr7_132750000
chr16_29750000	chr7_134250000
chr16_30250000	chr7_133750000
chr16_30750000	chr7_134750000
chr16_31250000	chr7_135250000
chr16_49250000	chr8_89750000
chr16_49750000	chr8_90250000
chr16_50250000	chr8_90750000
chr16_50750000	chr8_91250000
chr16_51250000	chr8_91750000
chr16_51750000	chr8_92250000
chr16_52250000	chr8_92750000
chr16_53750000	chr8_93750000
chr16_54250000	chr8_94250000
chr16_54750000	chr8_94750000
chr16_55250000	chr8_95250000
chr16_56250000	chr8_96250000
chr16_56750000	chr8_96750000
chr16_57250000	chr8_97250000
chr16_58750000	chr8_98250000
chr16_59250000	chr8_98750000
chr16_59750000	chr8_99250000
chr16_61250000	chr8_101250000
chr16_61750000	chr8_101750000
chr16_62250000	chr8_102250000
chr16_62750000	chr8_102750000
chr16_63250000	chr8_103250000
chr16_64250000	chr8_104250000
chr16_65250000	chr8_105250000
chr16_65750000	chr8_105750000
chr16_66250000	chr8_106250000
chr16_67250000	chr8_107750000
chr16_67750000	chr8_108250000
chr16_68250000	chr8_108750000
chr16_69250000	chr8_109250000
chr16_69750000	chr8_109750000
chr16_70750000	chr8_113250000
chr16_71250000	chr8_112750000
chr16_71750000	chr8_112250000
chr16_72250000	chr8_111750000
chr16_73250000	chr8_111250000
chr16_73750000	chr8_110750000
chr16_74250000	chr8_110250000
chr16_74750000	chr8_113750000
chr16_75250000	chr8_114250000
chr16_75750000	chr8_114750000
chr16_76750000	chr8_115750000
chr16_77250000	chr8_116250000
chr16_77750000	chr8_116750000
chr16_78250000	chr8_117250000
chr16_79250000	chr8_117750000
chr16_79750000	chr8_118250000
chr16_80250000	chr8_118750000
chr16_80750000	chr8_119250000
chr16_81250000	chr8_119750000
chr16_82250000	chr8_120250000
chr16_82750000	chr8_120750000
chr16_83250000	chr8_121250000
chr16_83750000	chr8_121750000
chr16_84250000	chr8_122250000
chr16_85250000	chr8_122750000
chr16_85750000	chr8_123250000
chr16_86750000	chr8_123750000
chr16_87750000	chr8_124250000
chr16_88750000	chr8_124750000
chr16_89750000	chr8_125750000
chr17_750000	chr11_76250000
chr17_1750000	chr11_75250000
chr17_2250000	chr11_74750000
chr17_2750000	chr11_74250000
chr17_3250000	chr11_73250000
chr17_3750000	chr11_72750000
chr17_4250000	chr11_72250000
chr17_4750000	chr11_70250000
chr17_5250000	chr11_70750000
chr17_6250000	chr11_71750000
chr17_7250000	chr11_69750000
chr17_7750000	chr11_69250000
chr17_8250000	chr11_68750000
chr17_8750000	chr11_68250000
chr17_9250000	chr11_67750000
chr17_10250000	chr11_67250000
chr17_11250000	chr11_66250000
chr17_11750000	chr11_65750000
chr17_12250000	chr11_65250000
chr17_12750000	chr11_64750000
chr17_13750000	chr11_64250000
chr17_14250000	chr11_63750000
chr17_15250000	chr11_62750000
chr17_16250000	chr11_62250000
chr17_17250000	chr11_59750000
chr17_17750000	chr11_60250000
chr17_19250000	chr11_61250000
chr17_19750000	chr11_61750000
chr17_21250000	chr11_60750000
chr17_26250000	chr11_78750000
chr17_26750000	chr11_78250000
chr17_27250000	chr11_77750000
chr17_27750000	chr11_77250000
chr17_29750000	chr11_79250000
chr17_30250000	chr11_79750000
chr17_30750000	chr11_80250000
chr17_32250000	chr11_81750000
chr17_32750000	chr11_82250000
chr17_33250000	chr11_82750000
chr17_34250000	chr11_83250000
chr17_35250000	chr11_84250000
chr17_36750000	chr11_97250000
chr17_37250000	chr11_97750000
chr17_37750000	chr11_98250000
chr17_38250000	chr11_98750000
chr17_40250000	chr11_100750000
chr17_41750000	chr11_101750000
chr17_42250000	chr11_102250000
chr17_42750000	chr11_102750000
chr17_44250000	chr11_104250000
chr17_46250000	chr11_96750000
chr17_46750000	chr11_96250000
chr17_47250000	chr11_95750000
chr17_47750000	chr11_95250000
chr17_48250000	chr11_94750000
chr17_48750000	chr11_94250000
chr17_49250000	chr11_93750000
chr17_49750000	chr11_93250000
chr17_50250000	chr11_92750000
chr17_52250000	chr11_91250000
chr17_53250000	chr11_90250000
chr17_54250000	chr11_89750000
chr17_54750000	chr11_89250000
chr17_55250000	chr11_88750000
chr17_55750000	chr11_88250000
chr17_56250000	chr11_87750000
chr17_56750000	chr11_87250000
chr17_57750000	chr11_86750000
chr17_59250000	chr11_85250000
chr17_60250000	chr11_86250000
chr17_60750000	chr11_105250000
chr17_63750000	chr11_108750000
chr17_64750000	chr11_107750000
chr17_65250000	chr11_107250000
chr17_67250000	chr11_110250000
chr17_67750000	chr11_110750000
chr17_69250000	chr11_111750000
chr17_69750000	chr11_112250000
chr17_70250000	chr11_112750000
chr17_70750000	chr11_113250000
chr17_71250000	chr11_113750000
chr17_71750000	chr11_114250000
chr17_72250000	chr11_114750000
chr17_72750000	chr11_115250000
chr17_73750000	chr11_115750000
chr17_74250000	chr11_116250000
chr17_74750000	chr11_116750000
chr17_75750000	chr11_117250000
chr17_76250000	chr11_117750000
chr17_77250000	chr11_118250000
chr17_77750000	chr11_118750000
chr17_78250000	chr11_119250000
chr17_80250000	chr11_120750000
chr17_80750000	chr11_121250000
chr18_2750000	chr17_71750000
chr18_3250000	chr17_71250000
chr18_5750000	chr17_69250000
chr18_8250000	chr17_67250000
chr18_9250000	chr17_66250000
chr18_10750000	chr18_63250000
chr18_12750000	chr18_67750000
chr18_13250000	chr18_68250000
chr18_18750000	chr18_10250000
chr18_19250000	chr18_10750000
chr18_19750000	chr18_11250000
chr18_21750000	chr18_12750000
chr18_22750000	chr18_13750000
chr18_23750000	chr18_14750000
chr18_24250000	chr18_15250000
chr18_25250000	chr18_16250000
chr18_25750000	chr18_16750000
chr18_29750000	chr18_21250000
chr18_30250000	chr18_21750000
chr18_30750000	chr18_22250000
chr18_31250000	chr18_22750000
chr18_32250000	chr18_23750000
chr18_32750000	chr18_24250000
chr18_34250000	chr18_25250000
chr18_35250000	chr18_25750000
chr18_36250000	chr18_27250000
chr18_36750000	chr18_27750000
chr18_37250000	chr18_28250000
chr18_38250000	chr18_29250000
chr18_38750000	chr18_29750000
chr18_39250000	chr18_30250000
chr18_42250000	chr18_79250000
chr18_42750000	chr18_78750000
chr18_43250000	chr18_78250000
chr18_43750000	chr18_77750000
chr18_44750000	chr18_77250000
chr18_45250000	chr18_76750000
chr18_45750000	chr18_76250000
chr18_46250000	chr18_75750000
chr18_46750000	chr18_75250000
chr18_50250000	chr18_72250000
chr18_50750000	chr18_71750000
chr18_51250000	chr18_71250000
chr18_53250000	chr18_69750000
chr18_53750000	chr18_69250000
chr18_54250000	chr18_68750000
chr18_54750000	chr18_64250000
chr18_55250000	chr18_64750000
chr18_56250000	chr18_65250000
chr18_56750000	chr18_65750000
chr18_57250000	chr18_66250000
chr18_59250000	chr1_106750000
chr18_60750000	chr1_108250000
chr18_67750000	chr18_89250000
chr18_68250000	chr18_88750000
chr18_70250000	chr18_86750000
chr18_72250000	chr18_84750000
chr18_72750000	chr18_84250000
chr18_73250000	chr18_83750000
chr18_74250000	chr18_83250000
chr18_74750000	chr18_82750000
chr18_75750000	chr18_81750000
chr18_76750000	chr18_81250000
chr18_77750000	chr18_80250000
chr19_750000	chr10_79250000
chr19_1250000	chr10_79750000
chr19_2250000	chr10_80250000
chr19_3750000	chr10_80750000
chr19_4750000	chr17_56250000
chr19_6250000	chr17_57250000
chr19_8750000	chr17_33750000
chr19_10250000	chr9_20750000
chr19_10750000	chr9_21250000
chr19_13250000	chr8_87250000
chr19_15250000	chr17_32250000
chr19_15750000	chr17_32750000
chr19_16250000	chr8_74750000
chr19_18250000	chr8_73250000
chr19_19250000	chr8_72750000
chr19_29750000	chr7_47750000
chr19_31250000	chr7_38250000
chr19_31750000	chr7_37750000
chr19_32250000	chr7_37250000
chr19_32750000	chr7_36750000
chr19_33750000	chr7_35750000
chr19_35750000	chr7_31750000
chr19_36250000	chr7_31250000
chr19_39250000	chr7_29750000
chr19_39750000	chr7_29250000
chr19_40250000	chr7_28750000
chr19_40750000	chr7_28250000
chr19_42750000	chr7_26250000
chr19_44250000	chr7_25250000
chr19_45250000	chr7_20250000
chr19_46250000	chr7_19750000
chr19_47250000	chr7_17250000
chr19_47750000	chr7_16750000
chr19_48750000	chr7_53250000
chr19_49250000	chr7_52750000
chr19_50250000	chr7_52250000
chr19_51250000	chr7_51750000
chr19_51750000	chr7_50750000
chr19_54250000	chr7_3250000
chr19_55750000	chr7_4750000
chr20_250000	chr2_152250000
chr20_750000	chr2_151750000
chr20_2250000	chr2_129750000
chr20_2750000	chr2_130250000
chr20_3750000	chr2_130750000
chr20_5250000	chr2_132250000
chr20_6750000	chr2_133250000
chr20_8250000	chr2_134750000
chr20_8750000	chr2_135250000
chr20_9250000	chr2_135750000
chr20_11250000	chr2_137250000
chr20_11750000	chr2_138250000
chr20_13250000	chr2_139750000
chr20_14250000	chr2_140250000
chr20_14750000	chr2_140750000
chr20_15250000	chr2_141250000
chr20_15750000	chr2_141750000
chr20_17750000	chr2_143750000
chr20_18250000	chr2_144250000
chr20_21250000	chr2_146750000
chr20_21750000	chr2_147250000
chr20_22250000	chr2_147750000
chr20_30250000	chr2_152750000
chr20_31250000	chr2_153250000
chr20_32250000	chr2_154250000
chr20_32750000	chr2_154750000
chr20_33250000	chr2_155250000
chr20_34250000	chr2_155750000
chr20_34750000	chr2_156250000
chr20_35250000	chr2_156750000
chr20_36750000	chr2_157750000
chr20_37250000	chr2_158250000
chr20_37750000	chr2_158750000
chr20_38250000	chr2_159250000
chr20_38750000	chr2_159750000
chr20_39250000	chr2_160250000
chr20_39750000	chr2_160750000
chr20_40750000	chr2_161250000
chr20_41750000	chr2_162250000
chr20_42250000	chr2_162750000
chr20_42750000	chr2_163250000
chr20_44750000	chr2_164750000
chr20_45750000	chr2_165750000
chr20_46750000	chr2_166250000
chr20_47750000	chr2_166750000
chr20_49750000	chr2_168250000
chr20_50750000	chr2_168750000
chr20_51250000	chr2_169250000
chr20_51750000	chr2_169750000
chr20_52750000	chr2_170250000
chr20_53250000	chr2_170750000
chr20_55250000	chr2_172250000
chr20_55750000	chr2_172750000
chr20_56750000	chr2_173250000
chr20_59250000	chr2_178750000
chr20_59750000	chr2_179250000
chr20_60750000	chr2_179750000
chr20_61250000	chr2_180250000
chr20_61750000	chr2_180750000
chr20_62750000	chr2_181250000
chr21_16250000	chr16_76250000
chr21_16750000	chr16_76750000
chr21_22250000	chr16_81250000
chr21_27250000	chr16_84750000
chr21_28250000	chr16_85750000
chr21_30750000	chr16_87750000
chr21_31250000	chr16_88250000
chr21_32750000	chr16_89750000
chr21_33250000	chr16_90250000
chr21_34250000	chr16_91250000
chr21_34750000	chr16_91750000
chr21_35750000	chr16_92250000
chr21_36250000	chr16_92750000
chr21_36750000	chr16_93250000
chr21_37750000	chr16_93750000
chr21_38250000	chr16_94250000
chr21_38750000	chr16_94750000
chr21_39750000	chr16_95750000
chr21_41250000	chr16_96750000
chr21_42250000	chr16_97250000
chr21_44750000	chr17_31750000
chr21_45250000	chr10_77750000
chr21_46250000	chr10_77250000
chr21_46750000	chr10_76750000
chr21_47250000	chr10_76250000
chr21_47750000	chr10_75750000
chr22_18250000	chr6_120750000
chr22_19750000	chr16_18750000
chr22_20250000	chr16_18250000
chr22_21250000	chr16_17250000
chr22_24250000	chr10_75250000
chr22_24750000	chr10_74750000
chr22_27750000	chr5_112250000
chr22_28250000	chr5_111750000
chr22_29250000	chr11_5250000
chr22_29750000	chr11_4750000
chr22_30750000	chr11_4250000
chr22_31250000	chr11_3750000
chr22_31750000	chr11_3250000
chr22_32250000	chr5_33250000
chr22_33250000	chr10_85750000
chr22_36750000	chr15_77750000
chr22_37250000	chr15_78250000
chr22_38250000	chr15_78750000
chr22_38750000	chr15_79250000
chr22_39250000	chr15_79750000
chr22_40750000	chr15_80750000
chr22_41250000	chr15_81250000
chr22_41750000	chr15_81750000
chr22_42750000	chr15_82750000
chr22_43750000	chr15_83750000
chr22_44750000	chr15_84250000
chr22_46250000	chr15_85250000
chr22_46750000	chr15_85750000
chr22_47250000	chr15_86250000
chr22_48250000	chr15_86750000
chr22_48750000	chr15_87250000
chr22_49250000	chr15_87750000
chr22_49750000	chr15_88250000
chr22_50250000	chr15_88750000
chr22_50750000	chr15_89250000
chrX_10750000	chrX_166250000
chrX_11250000	chrX_165750000
chrX_11750000	chrX_165250000
chrX_12250000	chrX_164250000
chrX_12750000	chrX_163750000
chrX_13250000	chrX_163250000
chrX_13750000	chrX_162750000
chrX_14750000	chrX_161750000
chrX_15750000	chrX_160250000
chrX_16750000	chrX_159250000
chrX_17250000	chrX_158750000
chrX_17750000	chrX_158250000
chrX_18250000	chrX_157750000
chrX_18750000	chrX_157250000
chrX_19250000	chrX_156750000
chrX_19750000	chrX_156250000
chrX_20250000	chrX_155750000
chrX_21750000	chrX_154250000
chrX_22250000	chrX_153750000
chrX_23250000	chrX_152250000
chrX_24250000	chrX_91250000
chrX_24750000	chrX_90750000
chrX_25250000	chrX_90250000
chrX_25750000	chrX_89750000
chrX_28750000	chrX_85250000
chrX_29250000	chrX_84750000
chrX_29750000	chrX_84250000
chrX_30250000	chrX_83750000
chrX_30750000	chrX_82750000
chrX_31250000	chrX_82250000
chrX_31750000	chrX_81750000
chrX_32250000	chrX_81250000
chrX_33250000	chrX_80250000
chrX_38250000	chrX_9750000
chrX_38750000	chrX_10250000
chrX_39250000	chrX_10750000
chrX_40750000	chrX_12250000
chrX_41750000	chrX_13250000
chrX_47250000	chrX_20250000
chrX_48750000	chrX_7250000
chrX_49750000	chrX_6750000
chrX_50250000	chrX_6250000
chrX_53250000	chrX_148750000
chrX_53750000	chrX_148250000
chrX_54250000	chrX_147750000
chrX_54750000	chrX_147250000
chrX_64750000	chrX_93250000
chrX_68250000	chrX_96750000
chrX_68750000	chrX_97250000
chrX_69750000	chrX_97750000
chrX_70250000	chrX_98250000
chrX_70750000	chrX_98750000
chrX_71250000	chrX_99250000
chrX_71750000	chrX_99750000
chrX_73750000	chrX_101250000
chrX_77250000	chrX_103250000
chrX_78250000	chrX_104250000
chrX_85250000	chrX_110250000
chrX_94750000	chrX_124750000
chrX_96750000	chrX_126750000
chrX_99750000	chrX_130250000
chrX_100250000	chrX_130750000
chrX_100750000	chrX_131250000
chrX_103750000	chrX_133750000
chrX_104250000	chrX_134750000
chrX_106250000	chrX_136250000
chrX_106750000	chrX_136750000
chrX_107250000	chrX_137250000
chrX_108750000	chrX_138750000
chrX_109250000	chrX_139250000
chrX_109750000	chrX_139750000
chrX_110250000	chrX_140250000
chrX_112250000	chrX_141750000
chrX_117250000	chrX_22750000
chrX_117750000	chrX_33750000
chrX_118750000	chrX_34250000
chrX_119750000	chrX_35750000
chrX_122250000	chrX_38750000
chrX_122750000	chrX_39250000
chrX_123750000	chrX_40250000
chrX_124250000	chrX_40750000
chrX_127750000	chrX_44250000
chrX_128250000	chrX_44750000
chrX_128750000	chrX_45250000
chrX_129250000	chrX_45750000
chrX_129750000	chrX_46250000
chrX_130250000	chrX_46750000
chrX_131250000	chrX_48250000
chrX_131750000	chrX_48750000
chrX_132250000	chrX_49250000
chrX_132750000	chrX_49750000
chrX_133750000	chrX_50250000
chrX_135250000	chrX_54250000
chrX_136750000	chrX_55250000
chrX_137750000	chrX_56250000
chrX_138250000	chrX_56750000
chrX_139750000	chrX_58250000
chrX_142750000	chrX_61750000
chrX_147750000	chrX_66750000
chrX_148250000	chrX_67250000
chrX_149750000	chrX_68250000
chrX_150250000	chrX_68750000
chrX_152250000	chrX_70250000
chrX_152750000	chrX_70750000
chrX_153250000	chrX_71250000
chrX_153750000	chrX_71750000
chrX_154250000	chrX_72750000
